X,Y
-4.769248515194023e-19, 25.797267182735165
0.013605442176870814, 25.538060051606845
0.023809523809523645, 25.343654703260608
0.03741496598639442, 25.0844475721323
0.047619047619047464, 24.890042223786065
0.05782312925170069, 24.695636875439828
0.07142857142857129, 24.565740089139105
0.08163265306122432, 24.306679568379074
0.0918367346938774, 24.047619047619044
0.1054421768707482, 23.917722261318325
0.11904761904761893, 23.658515130190015
0.14285714285714288, 23.204902650715457
0.1700680272108841, 22.751143560872613
0.19047619047619022, 22.297677691766356
0.20748299319727867, 22.038323950269756
0.22448979591836743, 21.714315036359377
0.2448979591836734, 21.39015951208069
0.2619047619047617, 21.06615059817031
0.28571428571428575, 20.67719329110955
0.2993197278911565, 20.35333098756744
0.3163265306122447, 20.02932207365705
0.33333333333333326, 19.705313159746655
0.3503401360544215, 19.31664907342247
0.36394557823129237, 19.122097114707948
0.37755102040816324, 18.73357963875205
0.39795918367346933, 18.344768942059584
0.4115646258503399, 18.020906638517474
0.42857142857142844, 17.761552897020877
0.445578231292517, 17.43754398311048
0.4591836734693875, 17.113681679568376
0.46598639455782315, 16.91942294159043
0.47959183673469385, 16.59556063804832
0.4931972789115645, 16.336353506920013
0.510204081632653, 15.883034248182033
0.5272108843537415, 15.559025334271638
0.5408163265306122, 15.105852685901944
0.5578231292517006, 14.781843771991554
0.5782312925170069, 14.393033075299085
0.5952380952380953, 14.004368988974898
0.6122448979591837, 13.615704902650714
0.629251700680272, 13.162385643912733
0.6462585034013605, 12.838376730002345
0.6632653061224489, 12.579022988505747
0.6870748299319729, 12.384031198686369
0.7108843537414965, 12.059729064039407
0.738095238095238, 11.993901008679334
0.7687074829931972, 11.86327117053718
0.7993197278911565, 11.797296504808818
0.8299319727891157, 11.602011494252874
0.8673469387755103, 11.53574360778794
0.8945578231292518, 11.405260380014074
0.925170068027211, 11.209975369458128
0.9489795918367345, 11.014983579638756
0.9693877551020408, 10.884793572601458
0.9931972789115645, 10.625146610368283
1.0136054421768705, 10.365646258503402
1.0340136054421767, 10.10614590663852
1.0476190476190474, 9.846938775510205
1.0646258503401362, 9.587585034013603
1.08843537414966, 9.263282899366647
1.1122448979591837, 8.809670419892095
1.1326530612244898, 8.420859723199625
1.1530612244897958, 8.032049026507151
1.1700680272108843, 7.643384940182971
1.1836734693877549, 7.2548674642270745
1.207482993197279, 6.801254984752522
1.224489795918367, 6.347935726014546
1.238095238095238, 5.894763077644848
1.2517006802721082, 5.570900774102744
1.2619047619047619, 5.311840253342713
1.2721088435374148, 5.1174349049964825
1.2789115646258502, 4.858520994604739
1.2959183673469385, 4.405201735866761
1.3129251700680271, 3.887227304714991
1.3265306122448979, 3.434054656345297
1.3435374149659864, 3.0453905700211115
1.3571428571428572, 2.527562749237626
1.3911564625850337, 1.620924231761673
1.370748299319728, 2.203700445695519
1.4047619047619044, 1.2324067558057707
1.4183673469387752, 0.8438892798498691
1.4285714285714286, 0.52017358667605
1.4421768707482991, 0.1316561107201476
