X,Y
0.006787330316742001, 27.10242168838483
0.06957013574660637, 23.878148486202004
0.1425339366515837, 19.94484687239042
0.1035067873303167, 22.201415726409415
0.1170814479638008, 21.427718330646883
0.16119909502262442, 18.913201794418658
0.17816742081447964, 17.88170236731206
0.19343891402714924, 16.85034859107063
0.21210407239819, 15.689948148292
0.23076923076923075, 14.722680752723669
0.254524886877828, 13.497465674946108
0.2765837104072397, 12.658662342454315
0.30882352941176466, 12.14087351678869
0.3410633484162896, 11.816217738333366
0.3716063348416289, 11.749218340356943
0.4021493212669684, 11.48908589517022
0.42929864253393674, 11.164867069310393
0.45984162895927594, 10.647223894509933
0.48699095022624433, 9.93673897422951
0.47171945701357465, 10.45307129124347
0.5039592760180995, 9.48463868875381
0.5243212669683257, 8.645981007127185
0.541289592760181, 8.000747674441186
0.5582579185520362, 7.291136659351754
0.5735294117647058, 6.517293612724061
0.5854072398190044, 5.872497232633561
0.6023755656108597, 4.905375487930402
0.6193438914027148, 3.938253743227236
0.6346153846153847, 2.9068999669858018
0.6736425339366515, 0.32844270094964495
0.6634615384615384, 1.037471112578404
0.6532805429864253, 1.8108772066106074
0.6430995475113123, 2.3911502534325075
0.626131221719457, 3.4226496805391022
0.6108597285067873, 4.389625774377103
0.5141402714932127, 9.097498689142213
0.29015837104072395, 12.33560872351582
0.02036199095022619, 26.457479657429165
0.03054298642533931, 25.9415842930107
0.042420814479637955, 25.296787912920202
0.054298642533936674, 24.780746897636572
0.07975113122171942, 23.362253121783542
0.08993212669683258, 22.846357757365077
0.12556561085972848, 20.847590934690146
0.169683257918552, 18.397452080865357
0.18495475113122167, 17.36609830462393
0.20361990950226241, 16.270075544248733
0.2205882352941176, 15.1741984347387
0.24264705882352938, 14.077884372633173
0.2647058823529412, 13.110325675334511
0.4428733031674207, 10.97056881517876
0.06278280542986421, 24.32937486648671
0.3223981900452489, 11.946575262657058
